# Atomic number Z= 29  Date:15-10-2021

# Number Shelli	  2Ji		  Eigi ---> 	 Shellf	  2Jf		  Eigf		Energy(eV)			BranchingRatio			 LevelRadYield		 Intensity(eV)			 Weight(%)		  RadWidth(eV)		  AugWidth(eV)		  TotWidth(eV)
	    1	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L1	    1	[2S1/2]#2LS1	           8209.58	                    0.0	               0.0	         0.0159029	               0.0	               0.0	               0.0	           2.35767
	    2	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L1	    1	[2S1/2]#1LS1	           8213.84	                    0.0	               0.0	        0.00222024	               0.0	               0.0	               0.0	           2.93211
	    3	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L1	    3	[4S3/2]#1LS1	           8214.05	                    0.0	               0.0	        0.00443114	               0.0	               0.0	               0.0	           3.13021
	    4	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L2	    1	[2P1/2]#2LS1	           8337.81	                    0.0	               0.0	          0.168167	               0.0	               0.0	               0.0	           2.28583
	    5	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L2	    1	[4P1/2]#1LS1	           8337.81	                    0.0	               0.0	          0.168167	               0.0	               0.0	               0.0	           2.28583
	    6	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    1	[2P1/2]#1LS1	           8352.77	                    0.0	               0.0	           734.494	               0.0	               0.0	               0.0	            2.4667
	    7	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    3	[2P3/2]#2LS1	            8352.9	                    0.0	               0.0	           1473.34	               0.0	               0.0	               0.0	           2.39637
	    8	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    3	[4P3/2]#1LS1	            8352.9	                    0.0	               0.0	           1473.34	               0.0	               0.0	               0.0	           2.39637
	    9	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    3	[2P3/2]#1LS1	            8362.6	                    0.0	               0.0	           0.11921	               0.0	               0.0	               0.0	           2.30961
	   10	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    5	[4P5/2]#1LS1	           8362.82	                    0.0	               0.0	          0.177814	               0.0	               0.0	               0.0	           2.37929
