# Atomic number Z= 29  Date:21-08-2021

# Number Shelli	  2Ji		  	Eigi ---> 	 Shellf	  2Jf		  	Eigf			Energy(eV)			BranchingRatio		 LevelRadYield		 Intensity(eV)			 Weight(%)		  RadWidth(eV)		  AugWidth(eV)		  TotWidth(eV)
	 1	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L1	    1	[2S1/2]#2LS1	 8.20957736572E+03	                    0.0	               0.0	         0.0159108	               0.0	               0.0	               0.0	           2.35651
	 2	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L1	    1	[2S1/2]#1LS1	 8.21383731497E+03	                    0.0	               0.0	        0.00222133	               0.0	               0.0	               0.0	           2.93067
	 3	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L1	    3	[4S3/2]#1LS1	 8.21404584854E+03	                    0.0	               0.0	        0.00443333	               0.0	               0.0	               0.0	           3.12867
	 4	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L2	    1	[2P1/2]#2LS1	 8.33780754457E+03	                    0.0	               0.0	          0.168249	               0.0	               0.0	               0.0	           2.28471
	 5	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L2	    1	[4P1/2]#1LS1	 8.33780754457E+03	                    0.0	               0.0	          0.168249	               0.0	               0.0	               0.0	           2.28471
	 6	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    1	[2P1/2]#1LS1	 8.35276727373E+03	                    0.0	               0.0	           734.856	               0.0	               0.0	               0.0	           2.46549
	 7	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    3	[2P3/2]#2LS1	 8.35290286620E+03	                    0.0	               0.0	           1474.07	               0.0	               0.0	               0.0	            2.3952
	 8	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    3	[4P3/2]#1LS1	 8.35290286620E+03	                    0.0	               0.0	           1474.07	               0.0	               0.0	               0.0	            2.3952
	 9	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    3	[2P3/2]#1LS1	 8.36260172992E+03	                    0.0	               0.0	          0.119268	               0.0	               0.0	               0.0	           2.30848
	10	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1L3	    5	[4P5/2]#1LS1	 8.36282249290E+03	                    0.0	               0.0	          0.177901	               0.0	               0.0	               0.0	           2.37813
	11	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1M1	    1	[2S1/2]#2LS1	 9.23593011242E+03	                    0.0	               0.0	        0.00318579	               0.0	               0.0	               0.0	           4.41454
	12	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1M1	    1	[2S1/2]#1LS1	 9.23748905640E+03	                    0.0	               0.0	        0.00021483	               0.0	               0.0	               0.0	           2.64084
	13	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1M1	    3	[4S3/2]#1LS1	 9.23768132674E+03	                    0.0	               0.0	        0.00101954	               0.0	               0.0	               0.0	           2.74339
	14	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1M2	    1	[4P1/2]#1LS1	 9.28250436235E+03	                    0.0	               0.0	           102.274	               0.0	               0.0	               0.0	           2.96796
	15	 K1K1	    1	[2S1/2]#1LS1 ---> 	 K1M2	    1	[2P1/2]#2LS1	 9.28253723592E+03	                    0.0	               0.0	           6.05882	               0.0	               0.0	               0.0	           3.21848
