# Atomic number Z= 29  Date:10-1-2023

# Number	Shelli	ShellLS 2Ji	Eigi	Total Energy (eV)	Ground Energy(eV)	Partial Width (eV)
	1		K1K1	 1s_1s	 2	 1		-26589.87443		18372.00892
	2		K1K1	 1s_1s	 4	 1		-26589.87157		18372.01178
	3		K1K1	 1s_1s	 4	 2		-26589.47778		18372.40557
	4		K1K1	 1s_1s	 6	 1		-26589.86729		18372.01606
	5		K1L3	 1s_2p	 0	 1		-34952.47764		10009.40571
	6		K1L3	 1s_2p	 0	 2		-34952.18206		10009.70129
	7		K1L3	 1s_2p	 0	 3		-34942.69751		10019.18584
	8		K1L2	 1s_2p	 0	 4		-34919.36542		10042.51793
	9		K1L3	 1s_2p	 10	 1		-34952.69977		10009.18358
	10		K1L3	 1s_2p	 2	 1		-34952.71663		10009.16672
	11		K1L3	 1s_2p	 2	 2		-34952.48006		10009.40329
	12		K1L2	 1s_2p	 2	 11		-34918.61254		10043.27081
	13		K1L3	 1s_2p	 2	 3		-34952.43733		10009.44602
	14		K1L3	 1s_2p	 2	 4		-34952.17293		10009.71042
	15		K1L3	 1s_2p	 2	 5		-34942.77925		10019.1041
	16		K1L3	 1s_2p	 2	 6		-34942.66722		10019.21613
	17		K1L3	 1s_2p	 2	 7		-34942.30963		10019.57372
	18		K1L2	 1s_2p	 2	 8		-43843.84160		1118.04175
	19		K1L2	 1s_2p	 2	 9		-34920.20104		10041.68231
	20		K1L2	 1s_2p	 2	 10		-34918.99527		10042.88808
	21		K1L3	 1s_2p	 4	 1		-34952.70256		10009.18079
	22		K1L3	 1s_2p	 4	 2		-34952.49058		10009.39277
	23		K1L2	 1s_2p	 4	 11		-34919.02869		10042.85466
	24		K1L2	 1s_2p	 4	 12		-34919.02424		10042.85911
	25		K1L2	 1s_2p	 4	 13		-34918.99809		10042.88526
	26		K1L2	 1s_2p	 4	 14		-34918.60500		10043.27835
	27		K1L3	 1s_2p	 4	 3		-34952.45946		10009.42389
	28		K1L3	 1s_2p	 4	 4		-34952.16151		10009.72184
	29		K1L3	 1s_2p	 4	 5		-34942.78009		10019.10326
	30		K1L3	 1s_2p	 4	 6		-34942.67825		10019.2051
	31		K1L3	 1s_2p	 4	 7		-34942.61913		10019.26422
	32		K1L3	 1s_2p	 4	 8		-34942.31053		10019.57282
	33		K1L2	 1s_2p	 4	 9		-34927.67666		10034.20669
	34		K1L2	 1s_2p	 4	 10		-34927.27667		10034.60668
	35		K1L3	 1s_2p	 6	 1		-34952.68857		10009.19478
	36		K1L3	 1s_2p	 6	 2		-34952.50499		10009.37836
	37		K1L2	 1s_2p	 6	 11		-34918.61705		10043.2663
	38		K1L3	 1s_2p	 6	 3		-34952.47624		10009.40711
	39		K1L3	 1s_2p	 6	 4		-34952.15616		10009.72719
	40		K1L3	 1s_2p	 6	 5		-34942.77910		10019.10425
	41		K1L3	 1s_2p	 6	 6		-34942.68718		10019.19617
	42		K1L3	 1s_2p	 6	 7		-34942.31116		10019.57219
	43		K1L2	 1s_2p	 6	 8		-43843.70074		1118.18261
	44		K1L2	 1s_2p	 6	 9		-34919.73372		10042.14963
	45		K1L2	 1s_2p	 6	 10		-34919.00231		10042.88104
	46		K1L3	 1s_2p	 8	 1		-34952.68441		10009.19894
	47		K1L3	 1s_2p	 8	 2		-34952.51443		10009.36892
	48		K1L3	 1s_2p	 8	 3		-34952.17169		10009.71166
