
1,K,1,1,--->,K,3,1,2.597040E+00,9.115350E-02,5.999832E-17,4.624413156719819e-16
2,K,1,1,--->,K,3,2,5.630400E-01,1.909040E-01,1.256553E-16,4.624413156719819e-16
3,K,1,1,--->,K,3,3,3.901000E-02,7.764330E-04,5.110575E-19,4.624413156719819e-16
4,K,1,1,--->,K,3,4,1.308000E-02,1.321130E-05,8.695835E-21,4.624413156719819e-16
5,K,1,1,--->,K,5,1,2.728960E+00,1.214820E-01,7.996090E-17,4.624413156719819e-16
6,K,1,1,--->,K,5,2,2.613070E+00,7.154420E-04,4.709125E-19,4.624413156719819e-16
7,K,1,1,--->,K,5,3,5.968500E-01,9.711560E-06,6.392265E-21,4.624413156719819e-16
8,K,1,1,--->,K,5,4,9.606000E-02,6.726320E-09,4.427344E-24,4.624413156719819e-16
9,K,1,1,--->,K,7,1,2.939680E+00,2.137280E-14,1.406783E-29,4.624413156719819e-16
10,K,1,1,--->,K,7,2,2.777760E+00,1.333870E-13,8.779692E-29,4.624413156719819e-16
11,K,1,1,--->,K,9,1,3.015370E+00,8.388280E-17,5.521266E-32,4.624413156719819e-16
12,K,1,1,--->,L1,1,1,7.319691E+03,3.296890E+07,2.170052E-08,4.624413156719819e-16
13,K,1,1,--->,L1,1,2,7.316198E+03,1.195880E+08,7.871425E-08,4.624413156719819e-16
14,K,1,1,--->,L1,1,3,7.312558E+03,2.434260E+04,1.602259E-11,4.624413156719819e-16
15,K,1,1,--->,L1,3,1,7.322333E+03,1.434850E+09,9.444354E-07,4.624413156719819e-16
16,K,1,1,--->,L1,3,2,7.319744E+03,4.938440E+08,3.250540E-07,4.624413156719819e-16
17,K,1,1,--->,L1,3,3,7.319063E+03,1.478010E+07,9.728438E-09,4.624413156719819e-16
18,K,1,1,--->,L1,3,4,7.316298E+03,5.679060E+08,3.738025E-07,4.624413156719819e-16
19,K,1,1,--->,L1,5,1,7.322420E+03,9.761570E+08,6.425182E-07,4.624413156719819e-16
20,K,1,1,--->,L1,5,2,7.319877E+03,1.716490E+09,1.129814E-06,4.624413156719819e-16
21,K,1,1,--->,L1,5,3,7.319117E+03,3.362230E+08,2.213060E-07,4.624413156719819e-16
22,K,1,1,--->,L1,5,4,7.318817E+03,3.380370E+08,2.225000E-07,4.624413156719819e-16
23,K,1,1,--->,L1,7,1,7.322550E+03,3.306350E+06,2.176279E-09,4.624413156719819e-16
24,K,1,1,--->,L1,7,2,7.319133E+03,5.199080E+06,3.422097E-09,4.624413156719819e-16
25,K,1,1,--->,L1,7,3,7.317788E+03,1.456610E+05,9.587581E-11,4.624413156719819e-16
26,K,1,1,--->,L1,9,1,7.322725E+03,1.711990E+07,1.126852E-08,4.624413156719819e-16
27,K,1,1,--->,L1,9,2,7.317821E+03,1.517980E+04,9.991526E-12,4.624413156719819e-16
28,K,1,1,--->,L2,1,5,7.460795E+03,2.038980E+13,1.342081E-02,4.624413156719819e-16
29,K,1,1,--->,L2,1,6,7.459265E+03,3.054480E+13,2.010495E-02,4.624413156719819e-16
30,K,1,1,--->,L2,1,7,7.453173E+03,6.834950E+10,4.498846E-05,4.624413156719819e-16
31,K,1,1,--->,L2,3,8,7.461712E+03,2.541920E+13,1.673122E-02,4.624413156719819e-16
32,K,1,1,--->,L2,3,9,7.459519E+03,3.542840E+13,2.331940E-02,4.624413156719819e-16
33,K,1,1,--->,L2,3,10,7.459136E+03,9.243680E+11,6.084301E-04,4.624413156719819e-16
34,K,1,1,--->,L2,3,11,7.457336E+03,1.158410E+14,7.624793E-02,4.624413156719819e-16
35,K,1,1,--->,L2,5,8,7.463801E+03,2.880850E+05,1.896210E-10,4.624413156719819e-16
36,K,1,1,--->,L2,5,9,7.462297E+03,4.414400E+06,2.905611E-09,4.624413156719819e-16
37,K,1,1,--->,L2,5,10,7.459404E+03,4.665080E+04,3.070611E-11,4.624413156719819e-16
38,K,1,1,--->,L2,5,11,7.458270E+03,9.627130E+07,6.336692E-08,4.624413156719819e-16
39,K,1,1,--->,L2,7,7,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
40,K,1,1,--->,L2,7,8,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
41,K,1,1,--->,L2,7,9,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
42,K,1,1,--->,L2,9,4,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
43,K,1,1,--->,L2,9,5,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
44,K,1,1,--->,L3,1,1,7.478937E+03,4.845710E+13,3.189504E-02,4.624413156719819e-16
45,K,1,1,--->,L3,1,2,7.478507E+03,2.026960E+11,1.334169E-04,4.624413156719819e-16
46,K,1,1,--->,L3,1,3,7.476784E+03,7.862600E+12,5.175257E-03,4.624413156719819e-16
47,K,1,1,--->,L3,1,4,7.473765E+03,1.567930E+14,1.032030E-01,4.624413156719819e-16
48,K,1,1,--->,L3,3,1,7.479754E+03,5.822820E+12,3.832650E-03,4.624413156719819e-16
49,K,1,1,--->,L3,3,2,7.478637E+03,7.808180E+11,5.139437E-04,4.624413156719819e-16
50,K,1,1,--->,L3,3,3,7.477023E+03,3.123410E+14,2.055866E-01,4.624413156719819e-16
51,K,1,1,--->,L3,3,4,7.476730E+03,8.316300E+12,5.473888E-03,4.624413156719819e-16
52,K,1,1,--->,L3,3,5,7.475285E+03,7.308750E+11,4.810707E-04,4.624413156719819e-16
53,K,1,1,--->,L3,3,6,7.473562E+03,2.135460E+13,1.405585E-02,4.624413156719819e-16
54,K,1,1,--->,L3,3,7,7.470245E+03,4.160650E+12,2.738590E-03,4.624413156719819e-16
55,K,1,1,--->,L3,5,1,7.480401E+03,6.731100E+08,4.430490E-07,4.624413156719819e-16
56,K,1,1,--->,L3,5,2,7.479807E+03,4.811730E+08,3.167138E-07,4.624413156719819e-16
57,K,1,1,--->,L3,5,3,7.478808E+03,2.318560E+08,1.526104E-07,4.624413156719819e-16
58,K,1,1,--->,L3,5,4,7.477517E+03,1.011170E+10,6.655642E-06,4.624413156719819e-16
59,K,1,1,--->,L3,5,5,7.476018E+03,2.779890E+08,1.829757E-07,4.624413156719819e-16
60,K,1,1,--->,L3,5,6,7.474822E+03,1.494730E+09,9.838491E-07,4.624413156719819e-16
61,K,1,1,--->,L3,5,7,7.473427E+03,4.287730E+07,2.822235E-08,4.624413156719819e-16
62,K,1,1,--->,L3,7,1,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
63,K,1,1,--->,L3,7,2,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
64,K,1,1,--->,L3,7,3,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
65,K,1,1,--->,L3,7,4,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
66,K,1,1,--->,L3,7,5,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
67,K,1,1,--->,L3,7,6,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
68,K,1,1,--->,L3,9,1,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
69,K,1,1,--->,L3,9,2,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
70,K,1,1,--->,L3,9,3,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
71,K,1,1,--->,L3,11,1,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
72,K,1,1,--->,L3,11,2,0.000000E+00,0.000000E+00,0.000000E+00,4.624413156719819e-16
73,K,1,1,--->,M1,1,1,8.218992E+03,6.626570E+06,4.361687E-09,4.624413156719819e-16
74,K,1,1,--->,M1,1,2,8.211057E+03,2.187200E+07,1.439641E-08,4.624413156719819e-16
75,K,1,1,--->,M1,1,3,8.210617E+03,1.408860E+06,9.273285E-10,4.624413156719819e-16
76,K,1,1,--->,M1,3,1,8.221535E+03,4.219220E+08,2.777141E-07,4.624413156719819e-16
77,K,1,1,--->,M1,3,2,8.219035E+03,1.204770E+08,7.929940E-08,4.624413156719819e-16
78,K,1,1,--->,M1,3,3,8.216849E+03,1.601590E+05,1.054186E-10,4.624413156719819e-16
79,K,1,1,--->,M1,3,4,8.211109E+03,1.821980E+08,1.199249E-07,4.624413156719819e-16
80,K,1,1,--->,M1,5,1,8.221602E+03,2.807200E+08,1.847733E-07,4.624413156719819e-16
81,K,1,1,--->,M1,5,2,8.219124E+03,5.361780E+08,3.529188E-07,4.624413156719819e-16
82,K,1,1,--->,M1,5,3,8.216846E+03,1.531480E+06,1.008038E-09,4.624413156719819e-16
83,K,1,1,--->,M1,5,4,8.213573E+03,1.914480E+08,1.260134E-07,4.624413156719819e-16
84,K,1,1,--->,M1,7,1,8.221702E+03,1.637370E+06,1.077736E-09,4.624413156719819e-16
